-0.0019,-0.228
-0.0018,-0.226
-0.0017,-0.23
-0.0016,-0.232
-0.0015,-0.234
-0.0014,-0.236
-0.0013,-0.234
-0.0012,-0.233
-0.0011,-0.23
-0.001,-0.238
-0.0009,-0.237
-0.0008,-0.233
-0.0007,-0.234
-0.0006,-0.237
-0.0005,-0.241
-0.0004,-0.237
-0.0003,-0.234
-0.0002,-0.236
-0.0001,-0.233
0,-0.228
0.0001,-0.224
0.0002,1.682
0.0003,4.438
0.0004,2.966
0.0005,-2.826
0.0006,-4.758
0.0007,-5.401
0.0008,-4.905
0.0009,-3.717
0.001,-2.704
0.0011,-1.982
0.0012,-1.536
0.0013,-1.354
0.0014,-1.287
0.0015,-1.174
0.0016,-0.984
0.0017,-0.764
0.0018,-0.56
0.0019,-0.383
0.002,-0.239
0.0021,-0.134
0.0022,-0.066
0.0023,-0.03
0.0024,-0.008
0.0025,-0.003
0.0026,-0.002
0.0027,-0.006
0.0028,-0.011
0.0029,-0.016
0.003,-0.021
0.0031,-0.026
0.0032,-0.031
0.0033,-0.037
0.0034,-0.043
0.0035,-0.047
0.0036,-0.048
0.0037,-0.048
0.0038,-0.048
0.0039,-0.049
0.004,-0.054
0.0041,-0.061
0.0042,-0.065
0.0043,-0.071
0.0044,-0.077
0.0045,-0.081
0.0046,-0.086
0.0047,-0.093
0.0048,-0.105
0.0049,-0.114
0.005,-0.122
0.0051,-0.128
0.0052,-0.132
0.0053,-0.138
0.0054,-0.142
0.0055,-0.144
0.0056,-0.151
0.0057,-0.158
0.0058,-0.163
0.0059,-0.168
0.006,-0.175
0.0061,-0.181
0.0062,-0.188
0.0063,-0.193
0.0064,-0.199
0.0065,-0.205
0.0066,-0.204
0.0067,-0.207
0.0068,-0.208
0.0069,-0.217
0.007,-0.218
0.0071,-0.22
0.0072,-0.227
0.0073,-0.228
0.0074,-0.231
0.0075,-0.243
0.0076,-0.246
0.0077,-0.245
0.0078,-0.251
0.0079,-0.249
0.008,-0.253
0.0081,-0.259
0.0082,-0.27
0.0083,-0.28
0.0084,-0.285
0.0085,-0.288
0.0086,-0.29
0.0087,-0.29
0.0088,-0.293
0.0089,-0.299
0.009,-0.302
0.0091,-0.299
