-0.0019,-0.293
-0.0018,-0.299
-0.0017,-0.296
-0.0016,-0.29
-0.0015,-0.28
-0.0014,-0.272
-0.0013,-0.263
-0.0012,-0.252
-0.0011,-0.245
-0.001,-0.232
-0.0009,-0.217
-0.0008,-0.213
-0.0007,-0.21
-0.0006,-0.213
-0.0005,-0.218
-0.0004,-0.215
-0.0003,-0.218
-0.0002,-0.216
-0.0001,-0.209
0,-0.2
0.0001,-0.194
0.0002,-1.486
0.0003,-4.282
0.0004,-5.201
0.0005,-4.521
0.0006,-1.811
0.0007,0.219
0.0008,1.397
0.0009,1.99
0.001,2.237
0.0011,2.302
0.0012,2.261
0.0013,2.154
0.0014,2.036
0.0015,1.892
0.0016,1.724
0.0017,1.586
0.0018,1.448
0.0019,1.305
0.002,1.162
0.0021,1.015
0.0022,0.883
0.0023,0.763
0.0024,0.65
0.0025,0.564
0.0026,0.485
0.0027,0.415
0.0028,0.358
0.0029,0.28
0.003,0.185
0.0031,0.1
0.0032,0.007
0.0033,-0.077
0.0034,-0.147
0.0035,-0.191
0.0036,-0.236
0.0037,-0.273
0.0038,-0.309
0.0039,-0.35
0.004,-0.394
0.0041,-0.436
0.0042,-0.47
0.0043,-0.493
0.0044,-0.501
0.0045,-0.502
0.0046,-0.5
0.0047,-0.491
0.0048,-0.481
0.0049,-0.474
0.005,-0.462
0.0051,-0.455
0.0052,-0.449
0.0053,-0.438
0.0054,-0.433
0.0055,-0.428
0.0056,-0.426
0.0057,-0.408
0.0058,-0.385
0.0059,-0.366
0.006,-0.356
0.0061,-0.338
0.0062,-0.316
0.0063,-0.292
0.0064,-0.256
0.0065,-0.231
0.0066,-0.22
0.0067,-0.21
0.0068,-0.205
0.0069,-0.199
0.007,-0.198
0.0071,-0.195
0.0072,-0.194
0.0073,-0.188
0.0074,-0.184
0.0075,-0.185
0.0076,-0.176
0.0077,-0.16
0.0078,-0.145
0.0079,-0.135
0.008,-0.125
0.0081,-0.114
0.0082,-0.106
0.0083,-0.105
0.0084,-0.103
0.0085,-0.103
0.0086,-0.102
0.0087,-0.1
0.0088,-0.096
0.0089,-0.087
0.009,-0.079
0.0091,-0.077
0.0092,-0.065
0.0093,-0.053
0.0094,-0.049
0.0095,-0.057
0.0096,-0.058
0.0097,-0.061
0.0098,-0.08
0.0099,-0.072
0.01,-0.075
0.0101,-0.092
0.0102,-0.097
0.0103,-0.099
0.0104,-0.093
0.0105,-0.096
0.0106,-0.104
0.0107,-0.109
0.0108,-0.113
0.0109,-0.105
0.011,-0.091
0.0111,-0.083
0.0112,-0.064
0.0113,-0.03
0.0114,-0.002
0.0115,0.025
0.0116,0.067
0.0117,0.096
0.0118,0.096
0.0119,0.089
0.012,0.079
0.0121,0.068
0.0122,0.061
0.0123,0.058
0.0124,0.052
0.0125,0.051
0.0126,0.041
0.0127,0.023
0.0128,-0.001
0.0129,-0.029
0.013,-0.051
0.0131,-0.08
0.0132,-0.103
0.0133,-0.12
0.0134,-0.135
0.0135,-0.149
0.0136,-0.157
0.0137,-0.163
0.0138,-0.163
0.0139,-0.166
0.014,-0.164
0.0141,-0.175
0.0142,-0.187
0.0143,-0.19
0.0144,-0.192
0.0145,-0.196
0.0146,-0.207
0.0147,-0.228
0.0148,-0.242
0.0149,-0.247
0.015,-0.245
0.0151,-0.239
0.0152,-0.235
0.0153,-0.231
0.0154,-0.223
0.0155,-0.213
0.0156,-0.208
0.0157,-0.202
0.0158,-0.195
0.0159,-0.196
0.016,-0.201
0.0161,-0.207
0.0162,-0.211
0.0163,-0.214
0.0164,-0.218
0.0165,-0.219
0.0166,-0.214
0.0167,-0.206
0.0168,-0.199
0.0169,-0.198
0.017,-0.194
0.0171,-0.192
0.0172,-0.194
0.0173,-0.195
0.0174,-0.199
0.0175,-0.197
0.0176,-0.208
0.0177,-0.216
0.0178,-0.202
0.0179,-0.204
0.018,-0.203
0.0181,-0.186
0.0182,-0.188
0.0183,-0.192
0.0184,-0.177
0.0185,-0.167
0.0186,-0.156
0.0187,-0.165
0.0188,-0.17
0.0189,-0.159
0.019,-0.161
0.0191,-0.164
0.0192,-0.151
0.0193,-0.148
0.0194,-0.149
0.0195,-0.156
0.0196,-0.186
0.0197,-0.213
0.0198,-0.238
0.0199,-0.277
0.02,-0.305
0.0201,-0.326
0.0202,-0.327
0.0203,-0.332
0.0204,-0.327
0.0205,-0.336
0.0206,-0.354
0.0207,-0.379
0.0208,-0.391
0.0209,-0.4
0.021,-0.399
0.0211,-0.389
0.0212,-0.375
0.0213,-0.354
0.0214,-0.337
0.0215,-0.318
0.0216,-0.301
0.0217,-0.286
0.0218,-0.277
0.0219,-0.266
0.022,-0.255
0.0221,-0.248
0.0222,-0.247
0.0223,-0.237
0.0224,-0.218
0.0225,-0.204
0.0226,-0.193
0.0227,-0.184
0.0228,-0.17
0.0229,-0.157
0.023,-0.134
0.0231,-0.112
0.0232,-0.095
0.0233,-0.089
0.0234,-0.093
0.0235,-0.098
0.0236,-0.107
0.0237,-0.109
0.0238,-0.113
0.0239,-0.121
0.024,-0.126
0.0241,-0.133
0.0242,-0.137
0.0243,-0.133
0.0244,-0.125
0.0245,-0.118
0.0246,-0.12
0.0247,-0.118
0.0248,-0.116
0.0249,-0.123
0.025,-0.128
0.0251,-0.135
0.0252,-0.138
0.0253,-0.143
0.0254,-0.147
0.0255,-0.147
0.0256,-0.15
0.0257,-0.148
0.0258,-0.152
0.0259,-0.143
0.026,-0.138
0.0261,-0.148
0.0262,-0.158
0.0263,-0.159
0.0264,-0.178
0.0265,-0.193
0.0266,-0.188
0.0267,-0.202
0.0268,-0.219
0.0269,-0.226
0.027,-0.221
0.0271,-0.218
0.0272,-0.232
0.0273,-0.244
0.0274,-0.254
0.0275,-0.253
0.0276,-0.235
0.0277,-0.228
0.0278,-0.214
0.0279,-0.192
0.028,-0.157
