time,v,stimulation
0.0256,-0.25875,-0.0003125
0.0257,-0.258125,-0.0009375
0.0258,-0.255,-0.000625
0.0259,-0.2503125,-0.000625
0.026,-0.251875,-0.0009375
0.0261,-0.2534375,-0.0003125
0.0262,-0.2540625,-0.000625
0.0263,-0.2553125,-0.000625
0.0264,-0.2553125,-0.0003125
0.0265,-0.2575,-0.000625
0.0266,-0.2546875,-0.0003125
0.0267,-0.2553125,-0.0009375
0.0268,-0.251875,-0.0009375
0.0269,-0.249375,-0.000625
0.027,-0.2484375,-0.0009375
0.0271,-0.24625,-0.0003125
0.0272,-0.2459375,-0.000625
0.0273,-0.243125,-0.0003125
0.0274,-0.2425,-0.000625
0.0275,-0.24375,-0.000625
0.0276,-0.246875,-0.0003125
0.0277,-0.24625,-0.0003125
0.0278,-0.244375,-0.0003125
0.0279,-0.25,-0.0009375
0.028,-0.2503125,-0.000625
0.0281,-0.2490625,-0.0003125
0.0282,-0.249375,-0.000625
0.0283,-0.249375,-0.0009375
0.0284,-0.249375,0
0.0285,-0.2496875,-0.000625
0.0286,-0.251875,-0.0003125
0.0287,-0.2503125,-0.000625
0.0288,-0.248125,-0.000625
0.0289,-0.244375,-0.0003125
0.029,-0.2415625,-0.000625
0.0291,-0.23875,-0.000625
0.0292,-0.23875,-0.000625
0.0293,-0.2425,-0.0009375
0.0294,-0.2425,0
0.0295,-0.2434375,-0.000625
0.0296,-0.24375,-0.000625
0.0297,-0.2396875,-0.000625
0.0298,-0.2378125,-0.0003125
0.0299,-0.2425,0
0.03,-0.241875,-0.0003125
0.0301,-0.24125,-0.000625
0.0302,-0.2425,-0.0003125
0.0303,-0.2434375,-0.000625
0.0304,-0.2446875,-0.000625
0.0305,-0.2425,-0.000625
0.0306,-0.23875,-0.0003125
0.0307,-0.2359375,-0.000625
0.0308,-0.23125,-0.000625
0.0309,-0.23,-0.0009375
0.031,-0.2275,-0.000625
0.0311,-0.229375,-0.000625
0.0312,-0.2303125,-0.0003125
0.0313,-0.2275,-0.000625
0.0314,-0.2321875,-0.0009375
0.0315,-0.23,-0.0009375
0.0316,-0.2290625,-0.000625
0.0317,-0.22875,-0.0003125
0.0318,-0.2246875,-0.000625
0.0319,-0.224375,-0.000625
0.032,-0.2234375,-0.000625
0.0321,-0.2209375,-0.00125
0.0322,-0.21625,-0.000625
0.0323,-0.218125,-0.000625
0.0324,-0.220625,-0.000625
0.0325,-0.224375,-0.0003125
0.0326,-0.228125,-0.0003125
0.0327,-0.2309375,-0.0009375
0.0328,-0.2321875,-0.000625
0.0329,-0.2328125,-0.0009375
0.033,-0.231875,-0.0003125
0.0331,-0.233125,-0.000625
0.0332,-0.2309375,-0.000625
0.0333,-0.2271875,-0.000625
0.0334,-0.2265625,-0.0003125
0.0335,-0.225625,-0.000625
0.0336,-0.223125,-0.000625
0.0337,-0.2203125,-0.0009375
0.0338,-0.2196875,0
0.0339,-0.216875,0
0.034,-0.2178125,-0.000625
0.0341,-0.2215625,-0.000625
0.0342,-0.2215625,-0.000625
0.0343,-0.2209375,-0.000625
0.0344,-0.2221875,-0.00125
0.0345,-0.2253125,-0.0003125
0.0346,-0.22625,-0.0009375
0.0347,-0.225625,-0.000625
0.0348,-0.2265625,-0.000625
0.0349,-0.2253125,-0.000625
0.035,-0.226875,-0.0009375
0.0351,-0.230625,-0.0009375
0.0352,-0.2296875,-0.000625
0.0353,-0.2246875,-0.0003125
0.0354,-0.2275,0
0.0355,-0.22875,-0.000625
0.0356,-0.2253125,-0.0003125
0.0357,-0.228125,-0.00125
0.0358,-0.2259375,-0.00125
0.0359,-0.2271875,-0.0003125
0.036,-0.2265625,-0.000625
0.0361,-0.228125,-0.0003125
0.0362,-0.224375,-0.000625
0.0363,-0.223125,-0.0003125
0.0364,-0.2253125,-0.0009375
0.0365,-0.22625,-0.0003125
0.0366,-0.226875,0
0.0367,-0.225625,-0.0003125
0.0368,-0.226875,-0.000625
0.0369,-0.225625,-0.0009375
0.037,-0.22125,-0.0009375
0.0371,-0.2221875,0
0.0372,-0.221875,-0.000625
0.0373,-0.225,-0.0009375
0.0374,-0.2246875,-0.0003125
0.0375,-0.22,-0.0009375
0.0376,-0.2234375,-0.0003125
0.0377,-0.2240625,-0.0003125
0.0378,-0.223125,-0.000625
0.0379,-0.2190625,-0.0009375
0.038,-0.2215625,-0.0009375
0.0381,-0.2228125,-0.0003125
0.0382,-0.2159375,-0.0009375
0.0383,-0.2159375,-0.0003125
0.0384,-0.216875,-0.000625
0.0385,-0.215625,-0.0009375
0.0386,-0.21875,-0.0009375
0.0387,-0.2228125,-0.0003125
0.0388,-0.224375,-0.00125
0.0389,-0.2228125,-0.0003125
0.039,-0.224375,-0.000625
0.0391,-0.22375,-0.0003125
0.0392,-0.2275,-0.000625
0.0393,-0.2296875,-0.0003125
0.0394,-0.226875,-0.0003125
0.0395,-0.224375,-0.0009375
0.0396,-0.225,-0.000625
0.0397,-0.2234375,-0.000625
0.0398,-0.225625,-0.0003125
0.0399,-0.2265625,0
0.04,-0.2275,-0.000625
0.0401,-0.2315625,-0.0009375
0.0402,-0.233125,-0.0003125
0.0403,-0.2315625,-0.000625
0.0404,-0.2309375,-0.0003125
0.0405,-0.23125,-0.000625
0.0406,-0.2303125,-0.000625
0.0407,-0.22875,-0.000625
0.0408,-0.2275,-0.000625
0.0409,-0.225,-0.0003125
0.041,-0.2240625,-0.0003125
0.0411,-0.2240625,-0.0009375
0.0412,-0.224375,-0.000625
0.0413,-0.2253125,-0.000625
0.0414,-0.2253125,-0.000625
0.0415,-0.2271875,0
0.0416,-0.22875,-0.0003125
0.0417,-0.2275,-0.000625
0.0418,-0.225625,-0.0009375
0.0419,-0.2271875,-0.0003125
0.042,-0.2259375,-0.0003125
0.0421,-0.226875,-0.0009375
0.0422,-0.2278125,-0.00125
0.0423,-0.226875,-0.000625
0.0424,-0.2259375,0
0.0425,-0.2225,-0.000625
0.0426,-0.220625,-0.0009375
0.0427,-0.2196875,-0.0003125
0.0428,-0.2196875,0
0.0429,-0.21875,-0.0003125
0.043,-0.219375,-0.000625
0.0431,-0.2175,-0.0003125
0.0432,-0.2221875,-0.000625
0.0433,-0.22,-0.000625
0.0434,-0.22,-0.000625
0.0435,-0.2203125,-0.0003125
0.0436,-0.225,-0.000625
0.0437,-0.224375,-0.000625
0.0438,-0.2203125,-0.0009375
0.0439,-0.220625,-0.0009375
0.044,-0.2209375,-0.000625
0.0441,-0.21875,-0.0003125
0.0442,-0.2196875,-0.000625
0.0443,-0.2240625,-0.0003125
0.0444,-0.220625,-0.000625
0.0445,-0.221875,-0.000625
0.0446,-0.221875,-0.0003125
0.0447,-0.2225,-0.000625
0.0448,-0.219375,-0.00125
0.0449,-0.2190625,-0.0003125
0.045,-0.2171875,-0.000625
0.0451,-0.21875,-0.00125
0.0452,-0.2203125,-0.0003125
0.0453,-0.223125,-0.000625
0.0454,-0.2225,-0.0003125
0.0455,-0.2234375,-0.000625
0.0456,-0.2225,-0.0003125
0.0457,-0.22375,-0.0003125
0.0458,-0.225625,-0.000625
0.0459,-0.2290625,-0.000625
0.046,-0.2290625,-0.0009375
0.0461,-0.2275,-0.0009375
0.0462,-0.228125,-0.000625
0.0463,-0.224375,-0.000625
0.0464,-0.2228125,-0.000625
0.0465,-0.225,-0.0003125
0.0466,-0.226875,-0.0003125
0.0467,-0.2278125,-0.000625
0.0468,-0.228125,-0.0003125
0.0469,-0.2259375,-0.000625
0.047,-0.22125,-0.0003125
0.0471,-0.219375,-0.0003125
0.0472,-0.21875,-0.0003125
0.0473,-0.2165625,-0.0003125
0.0474,-0.219375,-0.0009375
0.0475,-0.2175,-0.0009375
0.0476,-0.218125,-0.000625
0.0477,-0.221875,-0.0003125
0.0478,-0.22125,-0.0003125
0.0479,-0.22,-0.000625
0.048,-0.2209375,-0.0009375

